documento_anon,cargo,funcion,edad,antiguedad,salario_total
028700ed28fda31fdf637c18f1d70f23b24466f560eb9dccbd0f4d96c189aa14,TECNICO II,TECNICO II,58.0,2026,4281923
028ffc2e0eefd2f9ef7cff6e075244ed2e137dbb455c94065581a573a417ba62,DOCENTE ENCARGADO DE CATEDRA,DOCENTE ENCARGADO DE CATEDRA,64.0,8,956422
0290136df45d36d881d2bab14355059199869821df65054e17038499469ba7a2,PROFESOR,PROFESOR,54.0,1,27710450
0291e0bff5716369c9279937ae8d2d0fee189734cd92f0e57f8c3db3b6f0d21c,PROFESOR,ENCARGADO DE CATEDRA DE CÁTEDRA,55.0,2026,16820920
0295395e4e16c91e5d311575df62718b620126a6a1c67fb2ef311dda1e1a3f70,AUXILIAR ADMINISTRATIVO,ENCARGADO DE BEDELES,52.0,1,2798309
0296f04b02c4c31da461f6d95267bf065f0234602d965656bd81397f337fc856,COORDINADOR DE GESTION ACADEMICA,COORDINADOR DE GESTION ACADEMICA,39.0,7,18908982
0299531a9363752f491ffa7cbb035a600de7210a55381c6fc2cee4dba18d480b,DOCENTE MÉDICO III,MEDICO RESIDENTE 1,32.0,1,5807958
02ab4ada2d7e61e6e82753937e7df9f3ef715576d8712f1388fd0d9747b72ceb,PROFESIONAL II,PROFESIONAL II,34.0,4,6206168
02ac7d99142ea2c38ea4d195eacf6a93bf398d6a3eca524d3d51b8e18b7eb5d2,PERSONAL DE SERVICIO,AUXILIAR DE FARMACIA,30.0,7,4716000
02c95b10e9409981fe0e2a3571e115a768190848e723845d9b7d1818505d3292,DOCENTE TECNICO I,DOCENTE TECNICO I,71.0,21,4642773
02cf58f8cda5f08d82414c4f6d47526bb2bd62000afb65b9ca4ea43999d36918,PERSONAL DE SERVICIO II,AUXILIAR DE SECRETARIA,65.0,15,3608309
02dc80e09dedfb93bbc3344ea7b9a43eed239c795e3791cc95cb26d39dab81ef,AUXILIAR DE ENSEÑANZA III,,32.0,2026,5102263
02dc8fb4268e19661917373c37c608bfc33eaabef17f751b221d20ac919461de,DOCENTE TECNICO II,DOCENTE TECNICO II,50.0,2,3273216
02dcc0dd02c1b3afc9e45e681f6db5ca843069563b88ad8db2916c0f39716ff1,ENFERMERO/A ASIST - NIVEL II,ENFERMERO/A ASISTENCIAL,36.0,14,6270000
02dcc42f1b4ab7b8fde735672f0e45dae53cd3ffcaf30df90b8ffc1a12e02fb8,PROFESOR,ENCARGADO DE CATEDRA,60.0,2026,1971888
02e2dbbf3a79be974c3d97e874b3d4d0c6c2d204675675955ee69eb16082376a,AUXILIAR ADMINISTRATIVO II,AUXILIAR DE ARCHIVO,47.0,13,3939309
02e6e86d66084be064c1ee9361f4cb73aeb7e723c7ec9137f5fad3aecbdc9845,JEFE DE DEPARTAMENTO,DEPARTAMENTO DE PRESUPUESTO,34.0,14,9596746
02eacdd1865d0a7ca870a986aecf611fd21758e6669545453229a36896b4e448,DOCENTE PARA CURSO ESPECIALIZADO,DOCENTE PARA CURSO ESPECIALIZADO,61.0,1,1500000
02f2d0172a4a31528f73fded422c2a689d4e830dac80b5593d7e340fdb130dfd,DOCENTE TECNICO II,DOCENTE TECNICO II,45.0,3,3273216
02f72f59dd5d1d670d956ad24983e368190e318057e81382c974a8cdee70825a,DOCENTE TECNICO III,DOCENTE TECNICO,64.0,2,6260913
02fe50003ac5a2f368b2869783d44fd4c5afd43f981b7b4e4073dd3a352b56cd,PROFESOR ASISTENTE,PROFESOR ASISTENTE,70.0,13,3568749
03048a675f3c0e290880f3cc975305b80903a5a1c3c0cf9664faabdb35c7b96b,TECNICO/A EN ENFERM - NIVEL II,TECNICO EN ENFERMERIA,60.0,39,5920000
0304ccc18dde57a9d792a91f761d666199233f2cf8aa9c8a77544e7518b4a985,AUXILIAR DE LA ENSEÑANZA I,"JTPA - QUIMICA AMBIENTAL (PLAN 2008 Y 2018) (QI), QUIMICA ANALITICA II (PLAN 2008 Y 2018) (IQ/IA) - 2DO. SEMESTRE 2025",39.0,7,4746003
0306621de3ca35dc54a6bb9c67a939fc39afe954ec18df8b76664af079f40320,PROFESIONAL I,JEFA DEPARTAMENTO DE EXTENSIÓN ACADEMICA - DIRECCIÓN DE EXTENSIÓN,51.0,24,6688200
0307b555d6581516811b1d4f1577f73cc54da933bf82b6c103fa983132ea4975,PROFESIONAL DE SALUD,ENFERMERO/A ASISTENCIAL,32.0,2,3600000
0309d0a5276704f84411c46afb960649026226546c68c98c620f26613ea21149,PROFESOR,PROFESOR,31.0,2026,5434108
030def135ba11fe18547c50c7e3c57d7cc87f7b5a8678ebb1e7f42071a7f0150,PROFESOR TITULAR,,,1,0
030f43098f803c0af720e45b88eec5117e1de5f2951e4ec7724f5358d68dff65,AUXILIAR DE ENSEÑANZA III,,38.0,2026,1255979
0312c8b2467bd4cf622535979849d90ee93438b734257975675123f1520f0a12,PROFESOR ADJUNTO,PROFESOR ADJUNTO,60.0,34,13396952
031d07db55a6b60f56a0c8422b7f075bd145c47bc1cda8bee90dee60a77c53d3,DOCENTE MÉDICO II,INSTRUCTOR,44.0,7,19206012
032406f6b129e0ee9833f25d9990787997dd77cc2f1d335d68e2654114e01805,TECNICO II,TECNICO II,29.0,8,6272593
0329e77e2d0c69e1ebbc85fda474ca4166da74ebc637b850cc7870876fc0859b,DOCENTE ENCARGADO DE CATEDRA,,47.0,2026,4511257
032a04aae10ad29b5f8dc729ae6043307778219904467a7422a8e2d191dbc548,PROFESOR ASISTENTE,PROFESOR,89.0,30,1985972
032c8d95a71b61042e7b93cc63cc4cf6928e842bd29796fa439bc1be99c12cfa,MIEMBROS CSU,MIEMBRO CONSEJO DIRECTIVO,23.0,2026,1021100
03304e815808476b57d3ff478d3fac9e6a90ae7edd70cdef5a6622c35364a983,DOCENTE TECNICO II,"TECNICO DE LABORATORIO DEL LABORATORIO DE ANALISIS CLINICOS, DEPENDE DEL CENTRO TECNOLOGICO QUIMICO",53.0,4,6546432
03336e5268847eba293fb215f3aaef3e827a9001dbd637dd93aa3ea520e889c2,PROFESOR,,,2026,0
03359ffde8ff4609f439a29e32cd90ec9d4de3ff2c60eaf1531c12c5f35864bf,PROFESOR,PROFESOR,33.0,2026,6420051
03376a870c1b166765aa387c8c1f3e3ce1d9eb88a9e9cfd3eeb3d60b77343224,PROFESOR ASISTENTE,,,1,0
0337c64937e342809e9a9f56da2a0227a79296f1f0dc88e23662e8a68f28bc11,ASISTENTE DE ENFERMERIA,ASISTENTE DE ENFERMERIA,43.0,19,4635000
0339ca78a161ef6a996a97d9e7b1b595c828ff9b2a6ab04e0f5d0f55c50e6833,DOCENTE ENCARGADO DE CATEDRA,,41.0,2026,1255979
03426b99bd6192befdea7926ab7c442dbfdf5015db9146006c3bcc97c3660870,PROFESIONAL I,PROFESIONAL DE LA BIBLIOTECA,53.0,31,6054000
03458f15a1098bcafd7c81548d2859cb5bf4f743366ebb30826f0ddb7bb0911d,AUX. DE LA ENSEÑANZA IV,AUXILIAR DE ENSEÑANZA - CURSOS BASICOS - DIBUJO TECNICO - 1º,24.0,1,419668
03465e06eb81884d87e2d4578a488e9de760d2e386d522fca70264efdb561f27,TECNICO I,ASISTENTE DIRECCIÓN DE ADMISIÓN,45.0,22,5717877
034713e3ad7b25adbd4c2f0112613ce34e31328be2c968baa3d507a626eb7987,PROFESOR,ENCARGADO DE CATEDRA,58.0,2026,1971888
03473f2f623349c82640252c94b363fa7314ddad76abca8dd59ab111efeec72f,DOCENTE TECNICO II,JEFE DEL LABORATORIO DE METALMECANICA DEPARTAMENTO DE INGENIERIA MECANICA Y ELECTROMECANICA,57.0,14,12224066
0348dbe66b245b37c33d49b68573b321ff3ce51a5aad7bd469a14236d5183c3a,PROFESOR,PROFESOR,43.0,13,20051801
0349546801c69cf0549d64676b547fe56b2c1f57a78e9416901ae4578445aa3d,AUXILIAR ADMINISTRATIVO I,AUXILIAR ADMINISTRATIVO I,68.0,2026,4837820
034b6c766d10b96a3d1373c0793a8e878ee4690479ed395ba9a55b942005e4ce,AUXILIAR DE LA ENSEÑANZA II,AUXILIAR DE LA ENSEÑANZA II,33.0,2,1971886
034c5fc7f4468c9c4f7dfc6b2e75467f3442fa9daa0ccd313190bcfd933af305,DOCENTE MÉDICO II,INSTRUCTOR,36.0,4,10410000
034ea95cc6645849a5797974e78d0d262a05cf1dbece05cc7ee8aa8a2877ddb4,TECNICO III,AUXILIAR ADMINISTRATIVO,33.0,10,3608309
03572f181d27e51a90cc1e56fd1c5036209a895eb31733c07e51ddff3ca252fc,PERSONAL DE SERVICIO ESPECIFIC,PLOMERO,59.0,11,4825500
035b41fc4d67303c49b36df6b0c03e598078f5dd37db97a3df79103da5e1d696,PROFESOR,PROFESOR,45.0,2026,6731706
036647b0f1f5e246857aed5a86a4f72e13828a3681abdc602c617c1ae7ac08bd,DIRECTOR DE GESTION ACADEMICA,DIRECTOR DE LA FILIAL SAN PEDRO,56.0,19,10066429
036c4d77fb33662c992c8ec6dffa8fdf3cef02eaf7f50ac9fde04faae5b87cba,PROFESIONAL I,PROFESIONAL I,32.0,11,7617600
037045b33263e5c33488c672722e84a90952689135c777dbced602677012e14f,DOCENTES PARA CURSOS ESPECIALIZADOS,POSTGRADO EN ORTODONCIA DEL 1° AÑO,67.0,1,8537475
0372b79d413dddf37e569cbf9b809a81c1a280e8f72e3936450271d637273f23,TECNICO I,AUXILIAR ADMINISTRATIVO,53.0,30,6436925
037759f8147c1cdb172b7b0d249691852a14dc095af05b32809e89f00fc1e51e,COORDINADOR DE GESTION ACADEMICA,COORDINADOR DE GESTION ACADEMICA,,1,0
03798c005baa4fb5c2b48d6394c106adf905c336d64cac2cfdac351572f4769f,DOCENTE MÉDICO III,MEDICO RESIDENTE 1,31.0,1,5807958
037a3df32f18c8f9e5cc9b9259fa60f1a0c8111a1822cd8c6733be3112a6ffeb,AUXILIAR ADMINISTRATIVO,AUXILIAR ADMINISTRATIVO,31.0,1,2798309
037b9f4ad63998c1f0433f9dfe7d774be68226e69dcb39f2e3be70bc8d89ff68,AUXILIAR ADMINISTRATIVO II,DIRECCION ADMINISTRATIVA - JEFA INTERINA DE LA SECCION SERVICIOS DE LIMPIEZA DEL DEPARTAMENTO DE SERVICIOS GENERALES,41.0,3,3244359
037c92d04477aaee4b10bc42eabcdc1e18f105f5e084429e8d5fa88957cafec2,COMISIONADO - TRASLADO TEMPORAL,COMISIONADO - TRASLADO TEMPORAL,38.0,2026,630000
037d948a65a9f58fec601006712bb9345f285f62a0ea2b046a13809709950c6d,DOCENTE TECNICO I,DOCENTE TECNICO I,38.0,11,6922431
037fed3a5315638d67464b2950d946bf05d244eca7bdde0eb8aa8dc16573eeb5,DOCENTE ENCARGADO DE CATEDRA,,48.0,2026,2511958
0385287606ffc6f7b2effc6d81fff7bfab832cc27d773d32ed4bc79b8a031d77,PERSONAL DE SERVICIO I,GUARDIA DE SEGURIDAD,58.0,14,4124520
03865fc395f10e0a52acd624eea58056e4369c95abcf527ad47acad6b06d83ab,PERSONAL DE SERVICIOS I,PERSONAL DE SERVICIOS I,48.0,18,4551660
0387f707f82c1358ab25edf4d6af75b84f2a0d414baaebbcda3f26cf6115a3fd,ENFERMERO/A ASIST - NIVEL II,ENFERMERO/A ASISTENCIAL,44.0,15,6270000
0388439dd58bc187f945b0ef37c77ab71f7861ee77e309f4f5d9bf1c532922d1,PROFESIONAL I,,,2026,0
038b5b5dc5130ef9c6c5be9221ea242543fee000d3f5a5bfc91297ad394b884f,AUXILIAR DE SERVICIOS GENERALES,SERENO,36.0,1,2585451
038b6fdb0ec6099fcdeb46ab58d2ed746c7c9f5e54f9c8a3d9c102ed16d9e588,PROFESOR,PROFESOR,58.0,8,985943
038d7d9fbcb1c426e299f5ed326261d6c654d5d0dafad31c193b4703780189d3,PERSONAL DE SERVICIOS I,PERSONAL DE SERVICIOS I,35.0,1,4311000
0398f2db2133b6ab26636fe522eeee59f62baedaca906d07662557387ba7bbee,DOCENTE TECNICO I,DOCENTE TECNICO I,35.0,2026,5745763
03998eb82cc83351c579f3afeeb32d87ec367d134d3c0914f6bbdba5ac31dd5d,PERSONAL DE SERVICIOS II,PERSONAL DE SERVICIOS II,44.0,9,3796100
039a27695c61802344fc09dbad7c5713a266509c793de9d701d7cdc1006fdbdf,DOCENTE PARA CURSOS,"COORDINADORA DEL DOCTORADO EN CIENCIAS DE LOS ALIMENTOS, DE POSTGRADO",47.0,1,18589333
039f6f61977ac6e844cd0bc8375d20985e8f429c673d6a88025449b17e2d89e6,TECNICO II,TECNICO II,60.0,35,5727740
03a49302bc2c431375d85cda1080e3e7a0a50510eef5a5773a2d99482119d7a5,DOCENTE ENCARGADO DE CATEDRA,,45.0,2026,1255979
03a71a23daff6e2f4a6d3fbf631d5e88ae5f58fcdf474b6624d069d088b29a21,DOCENTE ENCARGADO DE CATEDRA,ENCARGADO DE CATEDRA,38.0,9,1294822
03a8cdea076a42383b359ec15bd7ae1703a43842a907b49d7f31dec3cd917075,ASISTENTE DE ENFERMERIA,ASISTENTE DE ENFERMERIA,36.0,13,4550500
03aca0883ec1f22d674812df5434f0bae80221c6c0bba4530dedbbc4741741ca,DOCENTE MÉDICO II,MEDICO ESPECIALISTA,41.0,14,10850000
03b61da8d6922f8b8b8ce4f9896812ee78e21e4f54bd6a1f395c079072e06ff2,DOCENTE TECNICO I,DOCENTE TECNICO,37.0,12,7263560
03b72104e1b324b48969c3c707f1022cee031c19198621eb5b8b2c4bc37b20a2,DOCENTE TECNICO I,DOCENTE TECNICO I,34.0,10,9342688
03b7306b40af6776a0e256089cb6e0bc35e140ce2e20cbf248c6bf75b6e49d4d,AUXILIAR DE ENSEÑANZA III,ADSCRITA CATEDRA DE FISICA Y QUIMICA BIOLOGICA DEL PRIMER AÑO,54.0,1,677796
03b8132149dcc4b2cdec4b067dec083b50c56d7cd8f26cf2e78deb9261151d29,DOCENTE ENCARGADO DE CATEDRA,DOCENTE ENCARGADO DE CATEDRA,44.0,14,4229638
03b96aa09e513802f860a15ce34d97206141a878ef0ec0680afa52e3f8b9e859,TECNICO III,AUX. DPTO. ADM. GESTOR,55.0,36,6178575
03bcdc9777ba475df927ea2a15f7790462f24881d5313e5f240e6bdcc5d1104e,ENFERMERIA PROFESIONAL II,ENFERMERO/A ASISTENCIAL,37.0,13,5875500
03be3a05dcf85cadeecd972f5498a83d7599b37774fbec8d0d842f7462c9fbfb,PROFESIONAL I,PROFESIONAL I,50.0,31,7635250
03be69502940f6e08ea2b78c4f3b1c156d999f614d6bf23e718f0528f55be8bf,PROFESOR,,,2026,0
03d63d22c81b57f262702a16594e650681b7868693bcbd335687f57d7642965c,DOCENTE ENCARGADO DE CATEDRA,,55.0,2026,2511958
03d9210b50be091f7bfeb1fe03ff707eeda7c962fc9f5fffb62dfeec0796d1d5,DOCENTE TECNICO II,DOCENTE TECNICO II,61.0,10,5962138
03d9c971d36abb4865062e7bc93b0f3cd2be13e17908056692a0bb648de28864,PERSONAL DE SERVICIO ESPECIFIC,CARPINTERO,46.0,22,4910000
03da73bdde89c6a9357ca853a5fafc8d0bf7ced334e260dddefd2c9817994c22,DOCENTE TECNICO II,DOCENTE TECNICO II,62.0,12,8307655
03dab91ad98de42c868ec41ae69624b55d62f7677a5884edf3104924a7cfa4fd,AUXILIAR DE LA ENSEÑANZA I,SECRETARIA DE DIRECCION GENERAL,43.0,2,3273216
03dc1a28fa5523ff6f2318cf1b1c21fe68f8c73c6ebb3d14e0858caf5303ae61,AUXILIAR DE LA ENSEÑANZA II,AUXILIAR DE LA ENSEÑANZA II,44.0,10,985943
03dd1259c45cb3cbc31b8d988cd1f792981f63c6940b4707075af4a855028e59,PROFESOR,PROFESOR,51.0,32,3050749
03e00a8a29dfb1cb0b610f419f3a2c095c00f109a807b43eafed66321026a20b,PROFESOR,PROFESOR,75.0,5,3443933
03e88b8c51ea7151d1d25fc5a8a38e17e5b4bc52589575e76915738206fcf968,ENFERMERIA PROFESIONAL V,ENFERMERO/A ASISTENCIAL,58.0,32,11841000
03e95dbdd8bc3e765162ecd305e222d9e259d05bb37a782bd1a75f6e0af1987d,HORAS CATEDRAS,DOCENTE DE AULA,61.0,16,4124704
03eb68206fda22bc2bf05043c6e53495a06b8bff3609e2cb9ab759580535b082,JEFE DE DEPARTAMENTO,JEFE DE DPTO.,35.0,13,12599281
03eee3197573cfa5722f36594c56c09aa89eba9458ca8d18da680533915924fb,PROFESOR,,,2026,0
03ef9d0ae452c223787a1a1d8c64d8f23b0d7261d9804740f69f0768c7df7735,ENFERMERO/A ASIST. - NIVEL,ENFERMERO/A ASISTENCIAL,37.0,7,5850000
03f01d7f0adde0a047b4e4fb5df665987468ac96d452dc5980a937fc1c877485,PROFESIONAL DE LA SALUD,PSICOLOGO/A,55.0,27,6770000
03fa8066d6e77d5ee0f51e3e1611337e4cc73728b91c789aa8e2aa96778480ce,DOCENTE ENCARGADO DE CATEDRA,DOCENTE ENCARGADO DE CATEDRA,46.0,6,1255979
03fb220a81299089c7b37e40a64d77e4b3a9b06e8b9d8abe2803f42791309431,DOCENTE MÉDICO II,MEDICO ESPECIALISTA,43.0,17,6010000
04042d2ffc7cde1e3c3fd0f7167ca735db0cd168c4a1b2c1f6b23a6a6e7a477a,PROFESIONAL DE LA SALUD,RADIOLOGO/A,50.0,13,6270000
040eb268389131967210add19e3925db0c6d9dd044e0db66c138559f244ebb8d,DOCENTE MÉDICO II,INSTRUCTOR,46.0,4,6010000
04129d0c472d0679004354d34dd05f201810846e8d679c8183bf60a7a4fccba0,DOCENTE MÉDICO II,INSTRUCTOR,59.0,20,16510000
041397653cf8f36a7974f9bb20e676f6d519c889b35326bf3fa240c240d542ea,PERSONAL DE SERVICIO,AUXILIAR DE DIETOTERAPIA,53.0,14,4385000
041583889d58e31751d5188533a74fdb7c849f065af57aead7feb0fcb338c974,AUXILIAR DE SERVICIOS,AUXILIAR DE SERVICIOS,91.0,27,2543917
04193cb6a70faf75dbcd61119eb8fca43ae80ab485e1f23e5e1deed401a72cc2,DOCENTE INVESTIGADOR II,BIOQUIMICO DE ANALISIS CLINICOS,49.0,20,5990905
041b29f7273e1d252379b843fc0426e6585459da1b23b7b899b12a8cbe20225e,DOCENTE MÉDICO II,MEDICO DE GUARDIA,39.0,5,10150000
041c8d54990a17853c6937c2f0664b014df1d45f0ed5348f7947e6a6132c791c,PROFESOR ADJUNTO,PROFESOR ADJUNTO,46.0,2026,11136767
04220ace68362e4b6a40f2cec84918e139314624bdea36830a251ecaa2e2a67d,ENCARGADO DE CATEDRA,ENCARGADO DE CATEDRA - PRIMEROS AUXILIOS (PLAN 2008 Y 2018) (F) - 2DO. SEMESTRE 2025,72.0,5,985944
0428c757081613cb3499d07caaa977f51527eeb75474407c03accf3c24780287,PROFESOR ASISTENTE,,85.0,2026,1999299
042c729cb1eeddf0ed9c0cfa338f17b6ece92a35911f154932e141caf3d52846,AUX. DE LA ENSEÑANZA IV,AUXILIAR DE ENSEÑANZA - CIVIL - MANTENIMIENTO DE CAMINOS - OPT,40.0,1,442201
042f180ae54c009f016abfa41d3910db27ea833751627d3e97480c401e71a12e,PROFESOR ADJUNTO,PROFESOR ADJUNTO,,1,0
0431a96853b3cda23e653e3422e4c183f4cac2a81c80501f48d9050969c03032,AUXILIAR ADMINISTRATIVO,AUXILIAR ADMINISTRATIVO,41.0,2,2798309
043361185877ad00495454005f963ba775b0021aac509aca092cb5a940457fab,TECNICO II,,31.0,2026,5040385
0436160f1af6940479dac355450ccadad6ce72697b35046963b554392af7be7f,DOCENTE ENCARGADO DE CATEDRA,ENCARGADO DE CATEDRA,42.0,7,1294822
0437073fd59d031206b60e2e0f0d568bbc3c9e7a7f231d888ce9c812b0ef8fa3,PROFESOR,PROFESOR,48.0,2026,6731706
043a7bc31bd7fcfca9d279d351cb05812e0cad219b408776ca1c3bdf6fa219bb,DOCENTE MÉDICO II,MEDICO ESPECIALISTA,40.0,5,6010000
043aac353636c665c6f4d18cef31355bb87c208d77f878a5729c36f7a6edaae7,COORDINADOR DE GESTION ACADEMICA,COORDINADORA DE EVALUACIÓN,48.0,17,9531862
043d67a400b002551b6b31919acbb45802567aaa725f6dd7fd34fcb782f26a0d,DOCENTE ENCARGADO DE CATEDRA,,41.0,2026,7545095
043e016f5eaa7cf43e06a8b42353d6f6da248691b6d3bb2d76f6a7febb71c6c9,PROFESOR,ENCARGADO DE CATEDRA DE CÁTEDRA,58.0,7,985944
044272fca50bff3e7862336094e00081d904bedde2a20a019ffb90b9c2acd2a8,AUXILIAR DE SERV. GRALES.,LAVANDERO/A,22.0,1,2798309
044b631a79a65e0dfb5a08c8bc72559b5044f188e304ba03cb1ca4fb314d825c,PROFESIONAL DE LA SALUD,INSTRUMENTADOR/A QUIRURGICO/A,48.0,26,6520000
044efdd42514951364fab21c3fef6c555fe8fe65d17ba760763e29d3f9769196,TECNICO II,AUXILIAR ADMINISTRATIVO,46.0,10,3608309
04563cc4ce9b168e39b1ea1556c24bb253dcf2d8c8dd2b820fdef5acf1dcae66,MIEMBRO DEL CONSEJO SUPERIOR UNIVERSITARIO,MIEMBRO DEL CONSEJO SUPERIOR UNIVERSITARIO,36.0,2026,4990616
045b36ca5a81088fdd8968f308cdb6694a25ce19be5df66d59bad2ef0771b9e7,DOCENTE TECNICO I,DOCENTE TECNICO I,61.0,19,7803836
04638ac1e4802c69ae444ab930af095e81e6cd6de0dc1fc9e61d57d499eab23e,ENFERMERIA PROFESIONAL V,ENFERMERO/A JEFE/A,51.0,26,12790000
0467c683149bd8a343b16f63022ef14d026192321d5b8a1ede53403019ce215d,PERSONAL DOCENTE,,27.0,2026,863435
046eb6a0dd093d1847e32cb07372cefd122dff2a96085ff017097af77db4d8e6,PROFESOR,PROFESOR,42.0,1,18103856
04713edfd955befccbbe895d9963ab9c1f907acb598476884093c397a6bc1bbf,APOYO DE SALUD,ASISTENTE DE ENFERMERIA,37.0,2,2798309
0476c893824024f9248858cc3d364f5d7188b5f5ba06d761efc4abc03f401db3,DOCENTE ENCARGADO DE CATEDRA,ENCARGADO DE CATEDRA,61.0,15,2589644
047ed1bf8b458710f7d2a688d79d9f0e0fa6c21c01d998c4d23edafea6433d8d,SERVICIOS,PERSONAL DE SERVICIOS DEPARTAMENTO DE TRANSPORTE Y SERVICIOS GENERALES - DIRECCIÓN DE ADMINISTRACIÓN,35.0,1,2798309
047ed611cfc1088e48c58a33482f0968c374a4360914094b1de01659042982eb,TECNICO I,PERCEPTOR/A,46.0,24,6486925
047fcbbe8e7d3f8265f2730e1d78663cd3a7e17528d70c41df84982d547277c6,PROFESOR,ENCARGADO DE CATEDRA DE CÁTEDRA,65.0,2026,2555394
04814392d8a610c248466998c6f8811dcf566ee09152481d3fc1f9f835fac13b,COORDINADOR DE GESTION ACADEMICA,COORDINADOR DE EXTENSION - DEPARTAMENTO DE INGENIERIA MECANICA Y ELECTROMECANICA,41.0,6,14626784
0481d591219e4530ed5de1060767c6602226aa633fbb276c09a4fa163b2be048,DOCENTE ENCARGADO DE CATEDRA,ENCARGADO DE CATEDRA,52.0,18,1294822
04836858b1b8f80040c2c954d263921192b418567ce0ccc85090d9c74bc3f355,PROFESIONAL DE SALUD,MEDICO DE GUARDIA -  JEFE,34.0,2,4400000
0483a87f9a894e0222c9ddb25f05c6447ccb336665f0aface4bd59345acbb807,ASISTENTE DE ENFERMERIA,ASISTENTE DE ENFERMERIA,28.0,5,4385000
04862d9ca14002f738f20a22804c2daeacf5b30abb344a9e593f9113b614c231,PROFESOR ASISTENTE,DOCENTE ENCARGADO DE CATEDRA,50.0,2026,10791152
048f99028fe431797ddf2993c25dac43c78f44b4ad1e51a5d0f20de93f667b3f,DOCENTE MÉDICO II,INSTRUCTOR,42.0,13,6230000
0495b63e5fd261f781800dc53e8a599eb0622bfe98c0bf635d293ffec228c43d,DOCENTE TECNICO I,DOCENTE TECNICO I,55.0,18,12113916
0497d6aed60eee77b3080ce0b36d704bba716fb684c1de4ad4a63b80857f507b,PERSONAL DE SERVICIO I,PERSONAL DE SERVICIO I,60.0,21,3669240
04a1191573c6162ca4966354bbdd77c4d2c51172ec22d5627dc49e3ff4ea213b,AUXILIAR DE ENSEÑANZA III,AUXILIAR ENSEÑANZA,71.0,4,1663739
04a7083fc5f916f38e7c4595f322caeca310657db4abf8c02c1c081a6a1973de,PROFESOR,ENCARGADO DE CATEDRA,52.0,2026,985944
04a8badfebfd675eb6d4757b2bc29ec9ee45f211cb88419244d78c6bed24be7b,DOCENTE PARA CURSOS,DIRECCION DE EXTENSION UNIVERSITARIA - COORDINACION DE MOVILIDAD,42.0,2,9347516
04a8de68f135b029413e7f107fa3da6dc85ab22328abf5231345191891689fe2,PROFESIONAL I,ENCARGADO DE DESPACHO DEL DEPARTAMENTO DE PATRIMONIO,44.0,30,7471500
04ad5135a32e078ec87e1bc678cdea65706ebb3a5b9b427e9a53bdce7c86f1a0,PROFESIONAL DE SALUD,ENFERMERO/A ASISTENCIAL,33.0,2,3600000
04aef1b2929650e2459d7fb7b24ea809be3e5f84a5cc0688650b46220cc7c4fb,DOCENTE TECNICO I,BIOQUIMICO/A,61.0,32,6676452
04ba5692498d30196a79dcf885882b00e79bb482eee55cb5a73347a1630dab10,AUXILIAR ADMINISTRATIVO II,AUXILIAR ADMINISTRATIVO,36.0,10,4986500
04bb0ad1344414f766d0a02819e6a837f33c0b73555c036c36107332a4423599,AUXILIAR DE LA ENSEÑANZA II,AUXILIAR DE LA ENSEÑANZA II,48.0,9,7002216
04c1996531d52753d4008cdfbf830f5fa45e0ed8644377901c3fb130d830830b,PROFESOR ASISTENTE,PROFESOR ASISTENTE,51.0,18,1569450
04c48669b80efefaa324ae2cc6a715a0fa7cf6197971914cb1d95095da0b17e1,AUX. DE LA ENSEÑANZA IV,AUXILIAR DE ENSEÑANZA - CURSOS BASICOS  - QUIMICA GENERAL  SEMESTRE 2º,35.0,5,442201
04c63d72b45daaa1a470c53276b2e9b19439e3f096d6210ff8a6d69614d3e616,DOCENTE ENCARGADO DE CATEDRA,DOCENTE ENCARGADO DE CATEDRA,45.0,16,1255979
04c77a842bb66a45b24e1d0da1c77b284eb2edb8c6928b8d81435a419b49cef8,DOCENTE TECNICO III,ABORDAJE PROFESIONAL III,63.0,6,7351973
04c7f5e4b3cb4b726a55bcd2cc3ffee07e39ac98e04a6ac5e1dcdce431d8ab8a,PROFESIONAL DE LA SALUD,INSTRUMENTADOR/A QUIRURGICO/A,40.0,16,6270000
04ceb1b5ca27880a2c0619fcc292abaec2b78a2ea4dafea16e188bf93e2990da,DOCENTE TECNICO II,DIRECCIÓN DE INVESTIGACIÓN,40.0,4,11506125
04cebf0790f643f3fb43594026070140fd07415e97e0a8e8d36c41c68cfba2c4,DOCENTE MÉDICO III,JEFE DE MEDICOS RESIDENTES E INTERNOS,31.0,5,6010000
04cec35db467b0565f4172643ee3e0b691392f4a42bad16a20aa00b020b031a3,PROFESIONAL DE SALUD,ENFERMERO/A ASISTENCIAL,35.0,2,3600000
04cf78bf04618b878a58dced2a2ef154680fd4dd8c7b4448cb489da1a3f33f83,PROFESOR,ENCARGADO DE CATEDRA,39.0,4,985944
04d06d0b50cbf938c37cc2dda32a19aa619d2dc9c4272060374161dc899b784b,DOCENTE MÉDICO II,MEDICO ESPECIALISTA,51.0,6,6010000
04d412436fea56283e41e5578fc1d699c7303272047491c972b82e1d04b8f9c3,PROFESOR,PROFESOR,42.0,3,958355
04dd5c82a01671ba766ed9eeb748083c4dfef152fbec27cebf7f338e603fa17d,PROFESIONAL I,PROFESIONAL I,50.0,2026,5676439
04dfb444a14e502ebfe039b431f581a6e390e3d9ceb8e2f3a43cc9cb5f435376,PROFESOR,ENCARGADO DE CATEDRA,69.0,2026,2555394
